Country,Year,Project,Response,Sample
Malta,2010,Satis_EB,447,1000
Malta,2011,Satis_EB,498,1000
Malta,2012,Satis_EB,513,1000
Malta,2013,Satis_EB,702,1000
Malta,2014,Satis_EB,679,1010
Malta,2015,Satis_EB,709,1007
Malta,2016,Satis_EB,663,1025
Malta,2017,Satis_EB,627,1003
Mauritius,2012,Satis_AfB,862,1200
Mauritius,2014,Satis_AfB,788,1200
Mauritius,2017,Satis_AfB,618,1200
Mexico,1995,Satis_LB,268,1204
Mexico,1996,Satis_LB,177,1526
Mexico,1997,Satis_LB,493,1105
Mexico,1997,Satis_CSES,815,2033
Mexico,1998,Satis_LB,253,1200
Mexico,2000,Satis_LB,426,1166
Mexico,2000,Satis_WVS,570,1535
Mexico,2000,Satis_CSES,1030,1766
Mexico,2001,Satis_LB,325,1253
Mexico,2002,Satis_LB,214,1210
Mexico,2003,Satis_LB,217,1200
Mexico,2003,Satis_CSES,643,1991
Mexico,2004,Satis_LB,227,1200
Mexico,2004,Satis_LAPOP,811,1556
Mexico,2005,Satis_LB,287,1200
Mexico,2006,Satis_LB,495,1200
Mexico,2006,Satis_CSES,717,1591
Mexico,2007,Satis_LB,370,1200
Mexico,2008,Satis_LB,279,1200
Mexico,2008,Satis_LAPOP,830,1560
Mexico,2009,Satis_LB,338,1200
Mexico,2009,Satis_CSES,1063,2400
Mexico,2010,Satis_LB,321,1200
Mexico,2010,Satis_LAPOP,666,1562
Mexico,2011,Satis_LB,272,1200
Mexico,2012,Satis_LAPOP,676,1500
Mexico,2012,Satis_CSES,645,2400
Mexico,2013,Satis_LB,257,1200
Mexico,2013,Satis_Pew,530,1000
Mexico,2014,Satis_LAPOP,526,1535
Mexico,2015,Satis_LB,225,1200
Mexico,2015,Satis_CSES,367,1197
Mexico,2017,Satis_Pew,60,1000
Moldova,1992,Satis1_CEEB,355,1000
Moldova,1996,Satis_WVS,62,984
Moldova,2002,Satis_WVS,98,1008
Moldova,2008,Satis_EVS,393,1551
Mongolia,2003,Satis_AsnB,799,1144
Mongolia,2005,Satis_AsB,295,800
Mongolia,2006,Satis_AsnB,768,1211
Montenegro,2001,Satis_WVS,24,82
Montenegro,2008,Satis_EVS,529,1516
Montenegro,2013,Satis_CSES,419,967
Morocco,2001,Satis_WVS,428,1251
Morocco,2013,Satis_AfB,532,1197
Morocco,2015,Satis_AfB,583,1200
Mozambique,2002,Satis_AfB,754,1400
Mozambique,2005,Satis_AfB,703,1198
Mozambique,2008,Satis_AfB,550,1200
Mozambique,2012,Satis_AfB,836,2400
Mozambique,2015,Satis_AfB,535,2400
Namibia,2003,Satis_AfB,832,1199
Namibia,2005,Satis_AfB,823,1200
Namibia,2008,Satis_AfB,804,1200
Namibia,2012,Satis_AfB,748,1200
Namibia,2014,Satis_AfB,859,1200
Namibia,2017,Satis_AfB,790,1200
Nepal,2005,Satis_AsB,172,800
Nepal,2005,Satis_SAB,459,1580
Nepal,2013,Satis_SAB,601,1945
Netherlands,1973,Satis_EB,774,1464
Netherlands,1976,Satis_EB,1364,2027
Netherlands,1977,Satis_EB,1284,1976
Netherlands,1978,Satis_EB,1278,2044
Netherlands,1979,Satis_EB,1310,2066
Netherlands,1980,Satis_EB,1059,2113
Netherlands,1981,Satis_EB,1248,2069
Netherlands,1982,Satis_EB,1222,2284
Netherlands,1983,Satis_EB,1130,2048
Netherlands,1984,Satis_EB,1163,2033
Netherlands,1985,Satis_EB,1162,2053
Netherlands,1986,Satis_EB,1228,2027
Netherlands,1987,Satis_EB,1166,1969
Netherlands,1988,Satis_EB,1238,2029
Netherlands,1989,Satis_EB,1503,2067
Netherlands,1990,Satis_EB,1478,2115
Netherlands,1991,Satis_EB,1392,2044
Netherlands,1992,Satis_EB,2095,3027
Netherlands,1993,Satis_EB,1353,2004
Netherlands,1994,Satis_EB,1362,2048
Netherlands,1995,Satis_EB,1436,2075
Netherlands,1997,Satis_EB,1488,2013
Netherlands,1998,Satis_CSES,1579,2101
Netherlands,1998,Satis_EB,1553,2063
Netherlands,1999,Satis_EVS,730,1002
Netherlands,1999,Satis_EB,1557,2014
Netherlands,2000,Satis_EB,1474,1979
Netherlands,2001,Satis_EB,1395,2039
Netherlands,2002,Satis_ESS,1439,2364
Netherlands,2002,Satis_CSES,767,1574
Netherlands,2002,Satis_EB,1310,1997
Netherlands,2003,Satis_EB,1303,2014
Netherlands,2004,Satis_ESS,1069,1881
Netherlands,2004,Satis_EB,1390,2053
Netherlands,2005,Satis_EB,1453,2047
Netherlands,2006,Satis_ESS,1264,1889
Netherlands,2006,Satis_CSES,1781,2322
Netherlands,2006,Satis_EB,1518,2027
Netherlands,2007,Satis_EB,1611,2014
Netherlands,2008,Satis_EVS,828,1552
Netherlands,2008,Satis_ESS,1242,1778
Netherlands,2010,Satis_ESS,1254,1829
Netherlands,2010,Satis_CSES,1647,2153
Netherlands,2010,Satis_EB,1546,2053
Netherlands,2011,Satis_EB,1518,2021
Netherlands,2012,Satis_ESS,1324,1845
Netherlands,2012,Satis_EB,1548,2028
Netherlands,2013,Satis_EB,1467,2040
Netherlands,2014,Satis_ESS,1226,1919
Netherlands,2014,Satis_EB,1553,2026
Netherlands,2015,Satis_EB,1534,2033
Netherlands,2016,Satis_ESS,1177,1646
Netherlands,2016,Satis_EB,1582,2030
Netherlands,2017,Satis_EB,1634,2042
Netherlands,2017,Satis_Pew,775,1006
New Zealand,1996,Satis_CSES,2749,4080
New Zealand,2002,Satis_CSES,1079,1741
New Zealand,2008,Satis_CSES,759,1149
New Zealand,2011,Satis_CSES,937,1372
New Zealand,2014,Satis_CSES,814,1220
Nicaragua,1996,Satis_LB,247,1034
Nicaragua,1997,Satis_LB,509,1002
Nicaragua,1998,Satis_LB,264,1000
Nicaragua,2000,Satis_LB,162,1000
Nicaragua,2001,Satis_LB,239,1005
Nicaragua,2002,Satis_LB,598,1016
Nicaragua,2004,Satis_LB,223,1000
Nicaragua,2004,Satis_LAPOP,704,1430
Nicaragua,2005,Satis_LB,178,1000
Nicaragua,2006,Satis_LB,261,1000
Nicaragua,2007,Satis_LB,434,1000
Nicaragua,2008,Satis_LB,386,1000
Nicaragua,2008,Satis_LAPOP,601,1540
Nicaragua,2009,Satis_LB,355,1000
Nicaragua,2010,Satis_LB,363,1000
Nicaragua,2010,Satis_LAPOP,719,1540
Nicaragua,2011,Satis_LB,381,1000
Nicaragua,2012,Satis_LAPOP,1034,1499
Nicaragua,2013,Satis_LB,519,1000
Nicaragua,2014,Satis_LAPOP,905,1546
Nicaragua,2015,Satis_LB,483,1000
Niger,2013,Satis_AfB,777,1199
Niger,2014,Satis_AfB,786,1200
Niger,2017,Satis_AfB,427,1200
Nigeria,2000,Satis_WVS,1191,2022
Nigeria,2003,Satis_AfB,850,2428
Nigeria,2005,Satis_AfB,562,2202
Nigeria,2008,Satis_AfB,732,2324
Nigeria,2012,Satis_AfB,761,2400
Nigeria,2013,Satis_AfB,761,2400
Nigeria,2013,Satis_Pew,278,1031
Nigeria,2014,Satis_AfB,706,2400
Nigeria,2017,Satis_AfB,667,1600
Nigeria,2017,Satis_Pew,455,1110
Norway,1990,Satis_EB,639,1011
Norway,1991,Satis_EB,723,1000
Norway,1992,Satis_EB,685,1002
Norway,1993,Satis_EB,729,1000
Norway,1994,Satis_EB,815,1000
Norway,1995,Satis_EB,801,1000
Norway,1997,Satis_CSES,1843,2055
Norway,2001,Satis_CSES,1578,2052
Norway,2002,Satis_ESS,1270,2036
Norway,2004,Satis_ESS,1126,1760
Norway,2005,Satis_CSES,1763,2010
Norway,2005,Satis_EB,289,1000
Norway,2006,Satis_ESS,1261,1750
Norway,2006,Satis_EB,384,1000
Norway,2007,Satis_EB,478,1000
Norway,2008,Satis_EVS,764,1090
Norway,2008,Satis_ESS,1125,1549
Norway,2009,Satis_CSES,1554,1782
Norway,2010,Satis_ESS,1183,1548
Norway,2010,Satis_EB,1123,2064
Norway,2011,Satis_EB,591,1000
Norway,2012,Satis_ESS,1371,1624
Norway,2013,Satis_CSES,1575,1726
Norway,2014,Satis_ESS,1160,1436
Norway,2016,Satis_ESS,1252,1530
Pakistan,2001,Satis_WVS,319,2000
Pakistan,2005,Satis_AsB,333,1086
Pakistan,2005,Satis_SAB,420,1324
Pakistan,2013,Satis_SAB,1244,2487
Panama,1996,Satis_LB,282,1005
Panama,1997,Satis_LB,400,1021
Panama,1998,Satis_LB,340,1000
Panama,2000,Satis_LB,468,993
Panama,2001,Satis_LB,209,1000
Panama,2002,Satis_LB,446,1010
Panama,2003,Satis_LB,244,1004
Panama,2004,Satis_LB,353,1000
Panama,2004,Satis_LAPOP,828,1639
Panama,2005,Satis_LB,201,1008
Panama,2006,Satis_LB,406,1008
Panama,2006,Satis_LAPOP,683,1536
Panama,2007,Satis_LB,379,1008
Panama,2008,Satis_LB,350,1000
Panama,2008,Satis_LAPOP,854,1536
Panama,2009,Satis_LB,613,1000
Panama,2010,Satis_LB,555,1000
Panama,2010,Satis_LAPOP,1193,1536
Panama,2011,Satis_LB,535,1000
Panama,2012,Satis_LAPOP,1040,1620
Panama,2013,Satis_LB,439,1000
Panama,2014,Satis_LAPOP,952,1508
Panama,2015,Satis_LB,376,1000
Paraguay,1995,Satis_LB,165,587
Paraguay,1996,Satis_LB,128,598
Paraguay,1997,Satis_LB,89,575
Paraguay,1998,Satis_LB,145,600
Paraguay,2000,Satis_LB,75,602
Paraguay,2001,Satis_LB,64,604
Paraguay,2002,Satis_LB,41,600
Paraguay,2003,Satis_LB,56,600
Paraguay,2004,Satis_LB,80,600
Paraguay,2005,Satis_LB,204,1200
Paraguay,2006,Satis_LB,140,1200
Paraguay,2006,Satis_LAPOP,231,1165
Paraguay,2007,Satis_LB,114,1200
Paraguay,2008,Satis_LB,270,1200
Paraguay,2008,Satis_LAPOP,230,1166
Paraguay,2009,Satis_LB,398,1200
Paraguay,2010,Satis_LB,420,1200
Paraguay,2010,Satis_LAPOP,755,1502
Paraguay,2011,Satis_LB,472,1200
Paraguay,2012,Satis_LAPOP,692,1501
Paraguay,2013,Satis_LB,301,1200
Paraguay,2014,Satis_LAPOP,672,1503
Paraguay,2015,Satis_LB,290,1200
Peru,1995,Satis_LB,537,1226
Peru,1996,Satis_LB,335,1200
Peru,1997,Satis_LB,217,1054
Peru,1998,Satis_LB,187,1045
Peru,2000,Satis_LB,249,1046
Peru,2001,Satis_LB,167,1023
Peru,2001,Satis_WVS,513,1501
Peru,2001,Satis_CSES,389,2220
Peru,2002,Satis_LB,220,1224
Peru,2003,Satis_LB,132,1200
Peru,2004,Satis_LB,80,1200
Peru,2005,Satis_LB,158,1200
Peru,2006,Satis_LB,274,1200
Peru,2006,Satis_LAPOP,523,1500
Peru,2006,Satis_CSES,643,2032
Peru,2007,Satis_LB,205,1200
Peru,2008,Satis_LB,190,1200
Peru,2008,Satis_LAPOP,506,1500
Peru,2009,Satis_LB,266,1200
Peru,2010,Satis_LB,338,1200
Peru,2010,Satis_LAPOP,563,1500
Peru,2011,Satis_LB,370,1200
Peru,2011,Satis_CSES,585,1570
Peru,2012,Satis_LAPOP,730,1500
Peru,2013,Satis_LB,297,1200
Peru,2014,Satis_LAPOP,542,1500
Peru,2015,Satis_LB,299,1200
Peru,2017,Satis_Pew,250,1000
Philippines,2001,Satis_WVS,538,1200
Philippines,2002,Satis_AsnB,641,1200
Philippines,2004,Satis_CSES,646,1200
Philippines,2004,Satis_AsB,379,800
Philippines,2005,Satis_AsnB,444,1200
Philippines,2007,Satis_AsB,619,1000
Philippines,2010,Satis_CSES,816,1200
Philippines,2017,Satis_Pew,690,1000
Poland,1990,Satis1_CEEB,384,1014
Poland,1991,Satis1_CEEB,265,1000
Poland,1992,Satis1_CEEB,321,999
Poland,1993,Satis1_CEEB,380,1004
Poland,1994,Satis1_CEEB,244,1004
Poland,1995,Satis1_CEEB,504,1000
Poland,1996,Satis1_CEEB,439,1004
Poland,1997,Satis_CSES,1101,2003
Poland,1997,Satis1_CEEB,292,501
Poland,1997,Satis2_CEEB,268,496
Poland,1999,Satis_EVS,426,1095
Poland,2001,Satis_CSES,636,1794
Poland,2002,Satis_ESS,467,2110
Poland,2004,Satis_ESS,323,1716
Poland,2004,Satis_EB,598,2000
Poland,2005,Satis_CSES,776,2402
Poland,2005,Satis_EB,579,2000
Poland,2006,Satis_ESS,452,1721
Poland,2006,Satis_EB,768,2000
Poland,2007,Satis_CSES,981,1817
Poland,2007,Satis_EB,957,2000
Poland,2008,Satis_EVS,711,1479
Poland,2008,Satis_ESS,569,1619
Poland,2009,Satis_Pew,530,1000
Poland,2010,Satis_ESS,681,1751
Poland,2010,Satis_EB,1088,2000
Poland,2011,Satis_CSES,988,1919
Poland,2011,Satis_EB,1182,2000
Poland,2012,Satis_ESS,716,1898
Poland,2012,Satis_EB,957,2000
Poland,2013,Satis_EB,1014,2000
Poland,2014,Satis_ESS,457,1615
Poland,2014,Satis_EB,1122,2034
Poland,2015,Satis_EB,1177,2010
Poland,2016,Satis_ESS,572,1593
Poland,2016,Satis_EB,1097,2023
Poland,2017,Satis_EB,1211,2056
Poland,2017,Satis_Pew,592,1160
Portugal,1985,Satis_EB,680,2000
Portugal,1986,Satis_EB,1108,2000
Portugal,1987,Satis_EB,1258,2000
Portugal,1988,Satis_EB,1058,2000
Portugal,1989,Satis_EB,1152,2000
Portugal,1990,Satis_EB,1370,2000
Portugal,1991,Satis_EB,1458,2000
Portugal,1992,Satis_EB,2007,3000
Portugal,1993,Satis_EB,1048,2000
Portugal,1994,Satis_EB,995,1997
Portugal,1995,Satis_EB,830,2000
Portugal,1997,Satis_EB,870,2000
Portugal,1998,Satis_EB,702,2000
Portugal,1999,Satis_EVS,723,1000
Portugal,1999,Satis_EB,1127,2001
Portugal,2000,Satis_EB,946,2000
Portugal,2001,Satis_EB,818,2001
Portugal,2002,Satis_ESS,417,1511
Portugal,2002,Satis_CSES,651,1303
Portugal,2002,Satis_EB,694,2000
Portugal,2003,Satis_EB,708,2001
Portugal,2004,Satis_ESS,299,2052
Portugal,2004,Satis_EB,696,2000
Portugal,2005,Satis_CSES,1284,2801
Portugal,2005,Satis_EB,827,2008
Portugal,2006,Satis_ESS,500,2222
Portugal,2006,Satis_EB,604,2003
Portugal,2007,Satis_EB,740,2011
Portugal,2008,Satis_EVS,570,1553
Portugal,2008,Satis_ESS,502,2367
Portugal,2010,Satis_ESS,269,2150
Portugal,2010,Satis_EB,579,2043
Portugal,2011,Satis_EB,602,2050
Portugal,2012,Satis_ESS,512,2151
Portugal,2012,Satis_CSES,539,1316
Portugal,2012,Satis_EB,467,2025
Portugal,2013,Satis_EB,299,2051
Portugal,2014,Satis_ESS,262,1265
Portugal,2014,Satis_EB,538,2080
Portugal,2015,Satis_CSES,593,1499
Portugal,2015,Satis_EB,645,2011
Portugal,2016,Satis_ESS,477,1218
Portugal,2016,Satis_EB,987,2027
Portugal,2017,Satis_EB,1523,2165
Puerto Rico,2001,Satis_WVS,380,720
Romania,1991,Satis1_CEEB,414,1000
Romania,1992,Satis1_CEEB,288,1000
Romania,1993,Satis1_CEEB,349,1176
Romania,1994,Satis1_CEEB,389,1281
Romania,1995,Satis1_CEEB,422,1141
Romania,1996,Satis_CSES,503,1175
Romania,1996,Satis1_CEEB,653,1195
Romania,1997,Satis1_CEEB,245,521
Romania,1997,Satis2_CEEB,258,523
Romania,1999,Satis_EVS,225,1146
Romania,2004,Satis_CSES,776,1913
Romania,2004,Satis_EB,592,2031
Romania,2005,Satis_EB,581,2004
Romania,2006,Satis_EB,550,2054
Romania,2007,Satis_EB,719,2019
Romania,2008,Satis_EVS,555,1489
Romania,2008,Satis_ESS,552,2146
Romania,2009,Satis_CSES,274,1403
Romania,2010,Satis_EB,400,2021
Romania,2011,Satis_EB,448,2034
Romania,2012,Satis_CSES,455,2283
Romania,2012,Satis_EB,351,2087
Romania,2013,Satis_EB,359,2152
Romania,2014,Satis_EB,486,2040
Romania,2015,Satis_EB,653,2020
Romania,2016,Satis_EB,701,2026
Romania,2017,Satis_EB,699,2073
Russia,1991,Satis1_CEEB,145,975
Russia,1992,Satis1_CEEB,114,1000
Russia,1993,Satis1_CEEB,203,1377
Russia,1994,Satis1_CEEB,74,1000
Russia,1995,Satis1_CEEB,71,1178
Russia,1996,Satis1_CEEB,82,1065
Russia,1999,Satis_EVS,155,2500
Russia,2000,Satis_CSES,242,1748
Russia,2004,Satis_CSES,426,1496
Russia,2006,Satis_ESS,369,2437
Russia,2008,Satis_EVS,488,1490
Russia,2008,Satis_ESS,495,2512
Russia,2010,Satis_ESS,561,2595
Russia,2012,Satis_ESS,543,2484
Russia,2016,Satis_ESS,636,2163
Russia,2017,Satis_Pew,591,1002
Sao Tome and Principe,2014,Satis_AfB,225,1196
Senegal,2002,Satis_AfB,651,1147
Senegal,2005,Satis_AfB,639,1200
Senegal,2008,Satis_AfB,323,1200
Senegal,2013,Satis_AfB,814,1200
Senegal,2013,Satis_Pew,568,800
Senegal,2014,Satis_AfB,772,1200
Senegal,2017,Satis_AfB,708,1200
Senegal,2017,Satis_Pew,693,1083
Serbia,2001,Satis_WVS,491,1200
Serbia,2008,Satis_EVS,281,1512
Serbia,2013,Satis_CSES,626,1568
Sierra Leone,2012,Satis_AfB,725,1190
Sierra Leone,2014,Satis_AfB,347,1191
Singapore,2004,Satis_AsB,506,800
Singapore,2006,Satis_AsnB,829,1012
Singapore,2006,Satis_AsB,670,1038
Slovakia,1990,Satis1_CEEB,507,983
Slovakia,1991,Satis1_CEEB,57,411
Slovakia,1992,Satis1_CEEB,172,734
Slovakia,1993,Satis1_CEEB,137,684
Slovakia,1994,Satis1_CEEB,167,995
Slovakia,1995,Satis1_CEEB,305,1137
Slovakia,1996,Satis1_CEEB,235,1066
Slovakia,1997,Satis1_CEEB,153,634
Slovakia,1997,Satis2_CEEB,144,528
Slovakia,1999,Satis_EVS,296,1327
Slovakia,2004,Satis_ESS,314,1512
Slovakia,2004,Satis_EB,578,2305
Slovakia,2005,Satis_EB,579,2204
Slovakia,2006,Satis_ESS,640,1766
Slovakia,2006,Satis_EB,527,2101
Slovakia,2007,Satis_EB,773,2232
Slovakia,2008,Satis_EVS,609,1509
Slovakia,2008,Satis_ESS,658,1810
Slovakia,2010,Satis_ESS,393,1856
Slovakia,2010,Satis_CSES,419,1150
Slovakia,2010,Satis_EB,721,2058
Slovakia,2011,Satis_EB,669,2010
Slovakia,2012,Satis_ESS,731,1847
Slovakia,2012,Satis_EB,621,2000
Slovakia,2013,Satis_EB,583,2000
Slovakia,2014,Satis_EB,545,2061
Slovakia,2015,Satis_EB,695,2078
Slovakia,2016,Satis_EB,819,2018
Slovakia,2017,Satis_EB,818,2067
Slovenia,1992,Satis1_CEEB,511,1063
Slovenia,1993,Satis1_CEEB,351,1000
Slovenia,1994,Satis1_CEEB,356,1086
Slovenia,1995,Satis1_CEEB,433,1164
Slovenia,1996,Satis_CSES,598,2031
Slovenia,1996,Satis1_CEEB,470,1114
Slovenia,1997,Satis1_CEEB,209,521
Slovenia,1997,Satis2_CEEB,186,521
Slovenia,1999,Satis_EVS,435,1006
Slovenia,2002,Satis_ESS,447,1519
Slovenia,2004,Satis_ESS,403,1442
Slovenia,2004,Satis_EB,1142,2014
Slovenia,2005,Satis_CSES,347,1002
Slovenia,2005,Satis_EB,1155,2079
Slovenia,2006,Satis_ESS,459,1476
Slovenia,2006,Satis_EB,1119,2064
Slovenia,2007,Satis_EB,964,2022
Slovenia,2008,Satis_EVS,655,1366
Slovenia,2008,Satis_ESS,412,1286
Slovenia,2009,Satis_CSES,259,1055
Slovenia,2010,Satis_ESS,188,1403
Slovenia,2010,Satis_EB,756,2014
Slovenia,2011,Satis_EB,634,2027
Slovenia,2012,Satis_ESS,247,1257
Slovenia,2012,Satis_CSES,158,1031
Slovenia,2012,Satis_EB,563,2037
Slovenia,2013,Satis_EB,386,2097
Slovenia,2014,Satis_ESS,139,1224
Slovenia,2014,Satis_EB,462,2089
Slovenia,2015,Satis_EB,561,2019
Slovenia,2016,Satis_ESS,291,1265
Slovenia,2016,Satis_EB,673,2047
Slovenia,2017,Satis_EB,768,2021
South Africa,2001,Satis_WVS,1774,3000
South Africa,2003,Satis_AfB,1051,2400
South Africa,2005,Satis_AfB,1517,2400
South Africa,2008,Satis_AfB,1181,2400
South Africa,2009,Satis_CSES,697,1200
South Africa,2011,Satis_AfB,1439,2399
South Africa,2013,Satis_Pew,546,815
South Africa,2015,Satis_AfB,1149,2388
South Africa,2015,Satis_CSES,633,1300
South Africa,2017,Satis_Pew,557,1295
South Korea,2000,Satis_CSES,412,1100
South Korea,2001,Satis_WVS,353,1200
South Korea,2003,Satis_AsnB,921,1500
South Korea,2003,Satis_AsB,142,800
South Korea,2004,Satis_CSES,330,1500
South Korea,2012,Satis_CSES,434,1000
South Korea,2017,Satis_Pew,303,1010
Spain,1985,Satis_EB,525,1003
Spain,1986,Satis_EB,1080,2018
Spain,1987,Satis_EB,1055,2014
Spain,1988,Satis_EB,962,2030
Spain,1989,Satis_EB,1130,1993
Spain,1990,Satis_EB,1127,2001
Spain,1991,Satis_EB,1191,2001
Spain,1992,Satis_EB,1404,3025
Spain,1993,Satis_EB,811,2022
Spain,1994,Satis_EB,682,2006
Spain,1995,Satis_EB,810,2000
Spain,1996,Satis_LB,1402,2481
Spain,1996,Satis_CSES,744,1212
Spain,1997,Satis_LB,1516,2476
Spain,1997,Satis_EB,1054,2000
Spain,1998,Satis_LB,1759,2492
Spain,1998,Satis_EB,1008,2000
Spain,1999,Satis_EVS,683,1200
Spain,1999,Satis_EB,1398,2000
Spain,2000,Satis_WVS,838,1209
Spain,2000,Satis_CSES,1023,1208
Spain,2000,Satis_EB,1474,2000
Spain,2001,Satis_LB,1433,2496
Spain,2001,Satis_EB,1130,2000
Spain,2002,Satis_LB,1506,2484
Spain,2002,Satis_ESS,860,1729
Spain,2002,Satis_EB,1399,2000
Spain,2003,Satis_LB,1424,2495
Spain,2003,Satis_EB,1275,2000
Spain,2004,Satis_LB,1512,2491
Spain,2004,Satis_ESS,1006,1663
Spain,2004,Satis_CSES,819,1212
Spain,2004,Satis_EB,1412,2023
Spain,2005,Satis_EB,1374,2039
Spain,2006,Satis_LB,1411,2476
Spain,2006,Satis_ESS,1044,1876
Spain,2006,Satis_EB,1416,2008
Spain,2007,Satis_LB,1436,2482
Spain,2007,Satis_EB,1536,2000
Spain,2008,Satis_LB,1477,2471
Spain,2008,Satis_EVS,833,1497
Spain,2008,Satis_ESS,1355,2576
Spain,2008,Satis_CSES,1078,1547
Spain,2009,Satis_LB,1295,2486
Spain,2010,Satis_LB,1141,2483
Spain,2010,Satis_ESS,763,1885
Spain,2010,Satis_EB,1055,2007
Spain,2011,Satis_EB,907,2014
Spain,2012,Satis_ESS,490,1889
Spain,2012,Satis_EB,692,2012
Spain,2013,Satis_EB,485,2023
Spain,2014,Satis_ESS,578,1925
Spain,2014,Satis_EB,540,2088
Spain,2015,Satis_EB,722,2004
Spain,2016,Satis_ESS,652,1891
Spain,2016,Satis_EB,717,2020
Spain,2017,Satis_EB,818,2036
Spain,2017,Satis_Pew,250,1000
Sri Lanka,2003,Satis_AsB,392,800
Sri Lanka,2005,Satis_AsB,378,813
Sri Lanka,2005,Satis_SAB,950,2243
Sri Lanka,2013,Satis_SAB,995,1703
Sudan,2013,Satis_AfB,453,1199
Sudan,2015,Satis_AfB,395,1200
Suriname,2010,Satis_LAPOP,861,1516
Suriname,2012,Satis_LAPOP,925,1501
Suriname,2014,Satis_LAPOP,2796,4000
Swaziland,2013,Satis_AfB,425,1200
Swaziland,2014,Satis_AfB,331,1200
Swaziland,2017,Satis_AfB,336,1200
Sweden,1995,Satis_EB,1653,3017
Sweden,1997,Satis_EB,1098,2000
Sweden,1998,Satis_CSES,716,1157
Sweden,1998,Satis_EB,1144,2036
Sweden,1999,Satis_WVS,569,1009
Sweden,1999,Satis_EVS,568,1014
Sweden,1999,Satis_EB,1291,2001
Sweden,2000,Satis_EB,1286,2000
Sweden,2001,Satis_EB,1244,2000
Sweden,2002,Satis_ESS,1195,1999
Sweden,2002,Satis_CSES,799,1060
Sweden,2002,Satis_EB,1528,2000
Sweden,2003,Satis_EB,1483,2000
Sweden,2004,Satis_ESS,1121,1948
Sweden,2004,Satis_EB,1500,2000
Sweden,2005,Satis_EB,1455,2057
Sweden,2006,Satis_ESS,1247,1927
Sweden,2006,Satis_CSES,913,1547
Sweden,2006,Satis_EB,1513,2030
Sweden,2007,Satis_EB,1598,2008
Sweden,2008,Satis_ESS,1244,1830
Sweden,2009,Satis_EVS,709,1174
Sweden,2010,Satis_ESS,1097,1497
Sweden,2010,Satis_EB,1742,2070
Sweden,2011,Satis_EB,1783,2066
Sweden,2012,Satis_ESS,1452,1847
Sweden,2012,Satis_EB,1755,2048
Sweden,2013,Satis_EB,1675,2030
Sweden,2014,Satis_ESS,1317,1791
Sweden,2014,Satis_CSES,659,832
Sweden,2014,Satis_EB,1684,2031
Sweden,2015,Satis_EB,1663,2055
Sweden,2016,Satis_ESS,1057,1518
Sweden,2016,Satis_EB,1612,2016
Sweden,2017,Satis_EB,1641,2016
Sweden,2017,Satis_Pew,790,1000
Switzerland,1999,Satis_CSES,1532,2048
Switzerland,2002,Satis_ESS,1396,2040
Switzerland,2003,Satis_CSES,1073,1418
Switzerland,2004,Satis_ESS,1363,2141
Switzerland,2006,Satis_ESS,1368,1804
Switzerland,2007,Satis_CSES,2547,3164
Switzerland,2008,Satis_EVS,922,1271
Switzerland,2008,Satis_ESS,1367,1819
Switzerland,2010,Satis_ESS,1177,1506
Switzerland,2011,Satis_CSES,3671,4391
Switzerland,2012,Satis_ESS,1263,1493
Switzerland,2014,Satis_ESS,1256,1532
Switzerland,2016,Satis_ESS,1243,1480
Taiwan,1996,Satis_CSES,495,1200
Taiwan,2001,Satis_AsnB,652,1415
Taiwan,2002,Satis_CSES,1179,2022
Taiwan,2004,Satis_CSES,875,1823
Taiwan,2006,Satis_AsnB,897,1587
Taiwan,2006,Satis_AsB,332,1006
Taiwan,2008,Satis_CSES,924,1905
Taiwan,2012,Satis_CSES,1234,1826
Tajikistan,2005,Satis_AsB,272,800
Tanzania,2001,Satis_WVS,837,1171
Tanzania,2003,Satis_AfB,751,1200
Tanzania,2005,Satis_AfB,462,1248
Tanzania,2007,Satis_Pew,584,704
Tanzania,2008,Satis_AfB,859,1208
Tanzania,2012,Satis_AfB,1804,2400
Tanzania,2014,Satis_AfB,1429,2386
Tanzania,2017,Satis_AfB,1805,2400
Tanzania,2017,Satis_Pew,838,1061
Thailand,2001,Satis_CSES,794,1081
Thailand,2002,Satis_AsnB,1374,1546
Thailand,2003,Satis_AsB,596,800
Thailand,2004,Satis_AsB,610,800
Thailand,2006,Satis_AsnB,1229,1546
Thailand,2007,Satis_AsB,536,1000
Thailand,2011,Satis_CSES,1202,1500
Togo,2012,Satis_AfB,253,1200
Togo,2014,Satis_AfB,307,1200
Togo,2017,Satis_AfB,224,1200
Trinidad and Tobago,2010,Satis_LAPOP,629,1503
Trinidad and Tobago,2012,Satis_LAPOP,694,1500
Trinidad and Tobago,2014,Satis_LAPOP,2240,4207
Tunisia,2013,Satis_AfB,476,1200
Tunisia,2013,Satis_Pew,240,1000
Tunisia,2014,Satis_AfB,692,1200
Tunisia,2017,Satis_AfB,555,1199
Tunisia,2017,Satis_Pew,361,1004
Turkey,2001,Satis_EVS,281,1206
Turkey,2004,Satis_ESS,674,1856
Turkey,2004,Satis_EB,984,2027
Turkey,2005,Satis_EB,1122,2010
Turkey,2006,Satis_EB,998,2010
Turkey,2007,Satis_EB,1033,2009
Turkey,2008,Satis_ESS,606,2416
Turkey,2009,Satis_EVS,1258,2326
Turkey,2010,Satis_EB,585,2000
