Country,Year,Project,Response,Sample
Turkey,2011,Satis_CSES,584,1109
Turkey,2015,Satis_CSES,345,1086
Turkmenistan,2005,Satis_AsB,367,800
Uganda,2001,Satis_WVS,656,1002
Uganda,2005,Satis_AfB,1212,2400
Uganda,2008,Satis_AfB,1155,2431
Uganda,2012,Satis_AfB,1240,2400
Uganda,2014,Satis_AfB,1205,2400
Uganda,2017,Satis_AfB,557,1200
Ukraine,1992,Satis1_CEEB,254,1400
Ukraine,1993,Satis1_CEEB,173,1171
Ukraine,1994,Satis1_CEEB,185,1200
Ukraine,1995,Satis1_CEEB,178,1199
Ukraine,1996,Satis_WVS,181,2811
Ukraine,1996,Satis1_CEEB,214,1200
Ukraine,1998,Satis_CSES,93,1148
Ukraine,1999,Satis_EVS,168,1207
Ukraine,2004,Satis_ESS,461,2031
Ukraine,2006,Satis_ESS,260,2002
Ukraine,2008,Satis_EVS,226,1507
Ukraine,2008,Satis_ESS,174,1845
Ukraine,2010,Satis_ESS,191,1931
Ukraine,2012,Satis_ESS,323,2178
United Kingdom,1973,Satis_EB,833,1933
United Kingdom,1976,Satis_EB,1362,2691
United Kingdom,1977,Satis_EB,1639,2768
United Kingdom,1978,Satis_EB,1565,2765
United Kingdom,1979,Satis_EB,1387,2720
United Kingdom,1980,Satis_EB,1440,2886
United Kingdom,1981,Satis_EB,1329,2764
United Kingdom,1982,Satis_EB,1628,2754
United Kingdom,1983,Satis_EB,1606,2625
United Kingdom,1984,Satis_EB,1656,2760
United Kingdom,1985,Satis_EB,1453,2826
United Kingdom,1986,Satis_EB,1383,2696
United Kingdom,1987,Satis_EB,1516,2614
United Kingdom,1988,Satis_EB,1543,2670
United Kingdom,1989,Satis_EB,1410,2514
United Kingdom,1990,Satis_EB,1353,2734
United Kingdom,1991,Satis_EB,1646,2734
United Kingdom,1992,Satis_EB,1375,2691
United Kingdom,1993,Satis_EB,1321,2740
United Kingdom,1994,Satis_EB,1332,2708
United Kingdom,1995,Satis_EB,1313,2752
United Kingdom,1997,Satis_CSES,2157,2897
United Kingdom,1997,Satis_EB,1681,2830
United Kingdom,1998,Satis_EB,1640,2666
United Kingdom,1999,Satis_EVS,836,2381
United Kingdom,1999,Satis_EB,1682,2678
United Kingdom,2000,Satis_EB,1647,2741
United Kingdom,2001,Satis_EB,1665,2659
United Kingdom,2002,Satis_ESS,822,2052
United Kingdom,2002,Satis_EB,1570,2625
United Kingdom,2003,Satis_EB,1581,2681
United Kingdom,2004,Satis_ESS,766,1897
United Kingdom,2004,Satis_EB,1601,2653
United Kingdom,2005,Satis_CSES,604,860
United Kingdom,2005,Satis_EB,1608,2667
United Kingdom,2006,Satis_ESS,883,2394
United Kingdom,2006,Satis_EB,1563,2620
United Kingdom,2007,Satis_EB,1643,2659
United Kingdom,2008,Satis_EVS,1000,3340
United Kingdom,2008,Satis_ESS,887,2352
United Kingdom,2009,Satis_EVS,686,2061
United Kingdom,2010,Satis_ESS,934,2422
United Kingdom,2010,Satis_EB,1554,2616
United Kingdom,2011,Satis_EB,1571,2621
United Kingdom,2012,Satis_ESS,1108,2286
United Kingdom,2012,Satis_EB,1593,2609
United Kingdom,2013,Satis_EB,1463,2631
United Kingdom,2014,Satis_ESS,997,2264
United Kingdom,2014,Satis_EB,1689,2690
United Kingdom,2015,Satis_CSES,936,1567
United Kingdom,2015,Satis_EB,1631,2620
United Kingdom,2016,Satis_ESS,951,1898
United Kingdom,2016,Satis_EB,1704,2695
United Kingdom,2017,Satis_EB,1638,2699
United Kingdom,2017,Satis_Pew,554,1066
United States of America,1996,Satis_CSES,1204,1533
United States of America,1999,Satis_WVS,975,1542
United States of America,2004,Satis_CSES,826,1066
United States of America,2008,Satis_LAPOP,992,1500
United States of America,2008,Satis_CSES,1695,2102
United States of America,2010,Satis_LAPOP,845,1500
United States of America,2012,Satis_LAPOP,746,1500
United States of America,2012,Satis_CSES,1422,1841
United States of America,2014,Satis_LAPOP,790,1500
United States of America,2017,Satis_Pew,692,1505
Uruguay,1995,Satis_LB,726,1262
Uruguay,1996,Satis_LB,616,1200
Uruguay,1997,Satis_LB,770,1189
Uruguay,1998,Satis_LB,818,1199
Uruguay,2000,Satis_LB,827,1200
Uruguay,2001,Satis_LB,671,1200
Uruguay,2002,Satis_LB,625,1187
Uruguay,2003,Satis_LB,526,1200
Uruguay,2004,Satis_LB,537,1200
Uruguay,2005,Satis_LB,756,1200
Uruguay,2006,Satis_LB,791,1200
Uruguay,2006,Satis_LAPOP,928,1200
Uruguay,2007,Satis_LB,795,1200
Uruguay,2008,Satis_LB,854,1200
Uruguay,2008,Satis_LAPOP,1124,1500
Uruguay,2009,Satis_LB,950,1200
Uruguay,2010,Satis_LB,938,1200
Uruguay,2010,Satis_LAPOP,1321,1500
Uruguay,2010,Satis_CSES,673,968
Uruguay,2011,Satis_LB,861,1200
Uruguay,2012,Satis_LAPOP,1144,1500
Uruguay,2013,Satis_LB,981,1200
Uruguay,2014,Satis_LAPOP,1138,1512
Uruguay,2015,Satis_LB,843,1200
Uzbekistan,2003,Satis_AsB,156,800
Uzbekistan,2005,Satis_AsB,137,800
Venezuela,1995,Satis_LB,434,1200
Venezuela,1996,Satis_LB,450,1500
Venezuela,1997,Satis_LB,430,1200
Venezuela,1998,Satis_LB,425,1200
Venezuela,2000,Satis_LB,655,1200
Venezuela,2000,Satis_WVS,742,1200
Venezuela,2001,Satis_LB,489,1200
Venezuela,2002,Satis_LB,485,1200
Venezuela,2003,Satis_LB,447,1200
Venezuela,2004,Satis_LB,506,1200
Venezuela,2005,Satis_LB,671,1200
Venezuela,2006,Satis_LB,685,1200
Venezuela,2006,Satis_LAPOP,854,1510
Venezuela,2007,Satis_LB,704,1200
Venezuela,2008,Satis_LB,590,1200
Venezuela,2008,Satis_LAPOP,955,1500
Venezuela,2009,Satis_LB,566,1200
Venezuela,2010,Satis_LB,588,1200
Venezuela,2010,Satis_LAPOP,583,1500
Venezuela,2011,Satis_LB,534,1200
Venezuela,2012,Satis_LAPOP,900,1500
Venezuela,2013,Satis_LB,509,1200
Venezuela,2013,Satis_Pew,580,1000
Venezuela,2014,Satis_LAPOP,460,1500
Venezuela,2015,Satis_LB,358,1200
Venezuela,2017,Satis_Pew,250,1000
Vietnam,2001,Satis_WVS,913,1000
Vietnam,2005,Satis_AsnB,1023,1200
Yugoslavia,1996,Satis1_CEEB,376,993
Zambia,2003,Satis_AfB,658,1199
Zambia,2005,Satis_AfB,308,1200
Zambia,2009,Satis_AfB,475,1200
Zambia,2012,Satis_AfB,815,1200
Zambia,2013,Satis_AfB,816,1200
Zambia,2014,Satis_AfB,715,1199
Zambia,2017,Satis_AfB,582,1195
Zimbabwe,2001,Satis_WVS,270,1002
Zimbabwe,2003,Satis_AfB,410,1104
Zimbabwe,2005,Satis_AfB,147,1048
Zimbabwe,2009,Satis_AfB,311,1200
Zimbabwe,2012,Satis_AfB,753,2400
Zimbabwe,2014,Satis_AfB,811,2400
Zimbabwe,2017,Satis_AfB,454,1200
